Job_Name,Company,City,Job_type,Employees,Followers,Applicants,Industry,Level,Involvment,skills,Job_skills,skills_skills,Class
Clinical Project Manager,KlinEra Global Services,Mumbai,On-site,0.002746661,0.001950436,200,Pharmaceuticals ,Mid-senior level,Full-time,clinical operations clinical research associates communication conflict resolution corrective and preventive action (capa) ich negotiation people management project management supervisory skills,"'expert', 'clinical operations', 'expert', 'conversant', 'accurate', 'saes', 'identifies', 'proper', 'demonstrate', 'assist', 'demonstrate', 'excellent', 'klinera', 'ability', 'ensure', 'successfully', 'excellent', 'active', 'ability', 'development', 'cra', 'effective', 'participate', 'clinical operations', 'initiates risk', 'contingency plans', 'demonstrate', 'has', 'cra', 'ensures', 'competency', 'successfully', 'good', 'participates', 'clinical', 'personnel', 'participates', 'accountable', 'cpm', 'remain', 'flexible', 'demonstrate'","'clinical', 'operations clinical research associates communication conflict resolution corrective', 'capa', 'ich negotiation people'",Class 2
Software Engineer II (Back End Developer),Nissan Motor Corporation,Trivandrum,On-site,0.538614821,0.430128499,45,Automotive ,Mid-senior level,Full-time,aws lambda application development back-end web development google cloud platform (gcp) microservices problem solving soap software development spring boot spring framework,"'ensure', 'ensure', 'writing', 'understand', 'experiment', 'good', 'java', 'good', 'aws lambda', 'faas', 'cloud', 'good', 'good', 'strong', 'prior', 'junit', 'tomcat', 'java', 'complete', 'expertise', 'experience', 'rest', 'soap', 'microservices', 'comprehensive', 'sdlc', 'passion', 'devops', 'experience', 'jmeter', 'minimum', 'backend', 'bs', 'computer science', 'information systems', 'quick', 'excellent', 'strong oo', 'solid', 'experience', 'good', 'exposure', 'must', 'experience', 'experience', 'get', 'enjoy', 'are', 'love', 'amazon', 'facebook', 'google'","'aws', 'lambda application development', 'gcp'",Class 1
Technical Architect (Java Backend),Rakuten India,Bengaluru,On-site,0.053909953,0.014777421,196,Computer Software , Mid-Senior level,Full-time ,architecture back-end web development cloud computing data structures design java problem solving programming languages rest apis technical solution design,"'rakuten', 'rakuten india', 'development centre', 'rakuten group', 'mobile', 'web development', 'web analytics', 'platform development', 'backend engineering', 'data science', 'machine learning', 'artificial intelligence', 'rakuten ecosystem', 'mobile application development', 'data analytics', 'engineering', 'devops', 'information', 'rakuten group', 'rakuten india', 'crimson house bangalore'","'architecture', 'structures design java problem'",Class 2
Associate - Category Management,Myntra,Bengaluru,On-site,0.053909953,0.118861863,200,Computer Software , Mid-Senior level,Full-time ,apparel category management communication critical thinking data analysis interpersonal skills presentations,"'women ethnic', 'work', 'category manager', 'myntra', 'intake', 'monitor', 'doh', 'ros', 'sell', 'rpi', 'build', 'stay', 'ethnic', 'business', 'apparel', 'hands'","'apparel', 'category management', 'skills presentations'",Class 2
Lead Strategic Projects and Planning,Ascendion,Vadodara,On-site,0.269334339,0.017898118,200,Computer Software , Executive,Full-time ,business strategy change management competitive analysis digital strategy go-to-market strategy project management strategic planning,"'job', 'ascendion', 'work', 'business strategy'","'business', 'strategy change', 'digital strategy'",Class 2
"Area Business Manager (Kozhikode), Allen Solly",Aditya Birla Fashion and Retail Ltd.,Kozhikode,On-site,0.538614821,0.108570445,200,Apparel & Fashion , Mid-Senior level,Full-time ,business development business management cash management cost management franchisee management performance reviews sales sales targets stock management team management,"'ensures', 'store', 'competition', 'business', 'generate', 'key', 'sops', 'encouraging', 'undertakes', 'monitor', 'monitor', 'ensure', 'stock management', 'cost', 'new store', 'sop compliance', 'rectifies', 'information', 'information', 'develop', 'rm', 'store', 'motivate', 'sales targets-', 'spend', 'ccas', 'cross', 'ensure'","'business', 'targets stock management team'",Class 1
Field Service Technician,Evoqua Water Technologies,Lephripada,On-site,0.053909953,0.039238183,19,Environmental Services ,Mid-senior level,Full-time,critical thinking twic card troubleshooting,"'pto', 'customizable', 'career', 'reward', 'paid', 'tuition reimbursement', 'company wellness program', 'employee discount program', 'creates', 'takes', 'trouble', 'identify', 'customer', 'direct', 'hs', 'ability', 'twic', 'experience', 'microsoft', 'able', 'must', 'usually'",'card troubleshooting',Class 2
MANAGER - ERM,H.G. Infra Engineering Limited,Jaipur,On-site,0.053909953,0.014054612,200,Civil Engineering , Associate,Full-time ,analytical skills auditing communication control framework critical thinking enterprise risk management leadership risk management teamwork time management,"'enterprise risk', 'risk management committee', 'support'",'skills auditing',Class 2
Senior Executive - Business Development,OSL Shipping Agencies (India) Pvt. Ltd.,Chennai,On-site,0.002746661,0.000481872,107,Transportation/Trucking/Railroad ,Mid-senior level,Full-time,lead generationaccount management business development communication logistics management market knowledge new business development presentations sales sales presentations,'maintain',"'generationaccount management business', 'market knowledge new business development'",Class 2
Senior Manager - Technology,Mashreq,Bangalore Urban,On-site,0.053909953,0.090557595,71,Banking , Mid-Senior level,Full-time ,databases goldengate oracle hr rman,"'oracle', 'database platforms', 'oracle', 'sql licensing', 'oracle real', 'oracle multitenant', 'database performance', 'oracle erp apps', 'filesystem', 'security', 'exposure', 'oracle golden gate', 'data guard', 'rman', 'oracle', 'restore', 'database'",'goldengate oracle',Class 2
Shift Lead - IT Operations,Avantor,Coimbatore,On-site,0.538614821,0.119079853,171,Biotechnology , Mid-Senior level,Full-time ,communication connectivity global communications it leadership it service management incident management network connectivity network operations center (noc) training delivery triage,"'command center', 'document', 'communicate', 'provide', 'support', 'provide', 'perform', 'bachelor', 'itil', 'ability', 'organizational', 'erp', 'ability', 'excellent', 'ceo', 'ability', 'remote', 'typical', 'european', 'north', 'american', 'reasonable', 'personal', 'diverse', 'work', 'new', 'minimal', 'travel'","'network connectivity network operations center', 'noc', 'delivery'",Class 1
Marketing Associate - Design,LogiNext,Mumbai,On-site,0.010825075,0.00211106,37,Internet , Entry level,Full-time ,marketingadobe creative suite b2b marketing blogging blogging software business-to-business (b2b) information graphics marketing materials target audience wordpress,"'develop', 'ebooks', 'collaborate', 'produce', 'utilize', 'evaluate', 'provide', 'bachelor', 'b2b', 'wordpress', 'adobe suite fair', 'b2b', 'abm', 'demonstrable', 'proven'","'marketingadobe creative suite b2b', 'graphics marketing materials target audience'",Class 2
User Success Engineer (CATIA),Dassault Systèmes,Pune,On-site,0.538614821,0.270445158,129,Computer Software , Entry level,Full-time ,catia capitalization cascading style sheets (css) communication computer-aided design (cad) crisis situations english piping product lifecycle management tubing,"'assist', 'respond', 'customer crisis', 'work', 'participate', 'create', 'be', 'ds customer support', 'able', 'ensure knowledge', 'bachelors degree', 'no', 'industry', 'catia', 'candidate', 'exposure', 'plm', 'good english', 'must', 'customers', 'development team', 'ability', 'work', 'catia'","'catia', 'css', 'cad', 'crisis situations english piping product lifecycle'",Class 1
System Project Engineer ( System integration / solution engineering Turbo compressor ),Siemens Energy,Ahmedabad,On-site,0.538614821,0.36099128,38,Renewables & Environment , Associate,Full-time ,3d computer aided design (3d cad) b31.3 electronic data interchange (edi) gas industry oil & gas industry piping design presentation skills presentations sap electronic data interchange (edi) structural engineering,"'bachelor', 'mechanical', 'less'","'computer aided', 'edi', 'gas industry oil', 'gas industry piping', 'skills presentations', 'edi'",Class 1
"IT Architect, I - 43723BR",Synopsys Inc,Bengaluru,On-site,0.538614821,0.200413034,22,Computer Software , Mid-Senior level,Full-time ,bash computer science hardening patch management problem solving process automation specifications technical specs troubleshooting written communication,"'job', 'synopsys', 'active directory', 'azure ad', 'ldap', 'okta', 'office365', 'exchange online', 'dns', 'dhcp', 'clusters', 'ms', 'mysql', 'synopsys', 'dmz', 'sccmdevelop', 'computer science', 'information systems', 'requiredstrong', 'windows', 'ability', 'devops', 'ansible', 'exchange online', 'calendaringfamiliar', 'strong', 'ldap', 'active directory', 'azure active directory', 'dns', 'aws', 'gcp', 'azure', 'vmware', 'xen', 'nutanix', 'bash', 'powershell', 'linuxability', 'directory services', 'azure ad', 'experience', 'active directory', 'ad', 'exchange', 'practicesgood', 'works'","'bash', 'computer science', 'patch management problem solving process'",Class 1
Business Development Executive,Befree - Finance and Accounting Business Process Outsourcing,Gandhinagar,On-site,0.053909953,0.011782928,73,Accounting , Associate,Full-time ,lead generationmarketingb2b marketing business development business-to-business (b2b) client relations cold calling communication relationship building sales,"'position', 'business development', 'international financial', 'international', 'b2b', 'build', 'b2b', 'must', 'skills', 'strong', 'action', 'business', 'finance', 'skillslocation', 'gift city', 'uk'","'generationmarketingb2b', 'client relations cold calling'",Class 2
Lead Assistant Manager,EXL,Ahmedabad,On-site,0.538614821,0.315764112,47,Information Technology & Services , Mid-Senior level,Full-time ,analytical skills analytical solutions probability theory,"'ability', 'work', 'fast', 'conceptualize'",'skills analytical solutions',Class 1
Technical Support Consultant,Harris Computer,Pune,On-site,0.538614821,0.025504819,48,Computer Software , Associate,Full-time ,analytical skills communication computer science microsoft sql server microsoft servers skilled multi-tasker time management troubleshooting windows windows server,"'degree', 'computer science engineering', 'nursing', 'pharmacy', 'nursing informatics', 'experience', 'sql', 'basic', 'windows servers', 'exposure', 'hands', 'has', 'microsoft windows server', 'sql', 'has', 'has', 'interact', 'diagnose', 'track', 'document', 'communicate', 'stay', 'position', 'attained', 'microsoft', 'sql', 'server', 'healthcare information technology', 'health care', 'has'","'skills communication computer science microsoft', 'microsoft servers'",Class 1
